customer_key,prefix,first_name,last_name,birth_date,marital_status,gender,email_address,annual_income,total_children,education_level,occupation,home_owner,age
15855,MR.,Noah,Jones,1963-04-17,Married,Male,noah60@adventure-works.com,80000,4,Bachelors,Management,Y,63
15856,MR.,Luis,Gonzales,1968-02-03,Married,Male,luis16@adventure-works.com,90000,4,Bachelors,Management,Y,58
15857,MRS.,Isabella,White,1959-06-06,Single,Female,isabella68@adventure-works.com,60000,4,Graduate Degree,Skilled Manual,Y,67
15858,MR.,Jonathan,Parker,1959-06-15,Married,Male,jonathan37@adventure-works.com,60000,4,Graduate Degree,Skilled Manual,N,67
15859,MRS.,Abigail,Ramirez,1959-03-05,Single,Female,abigail20@adventure-works.com,60000,4,Graduate Degree,Skilled Manual,Y,67
15860,MR.,Joe,Moreno,1972-10-20,Single,Male,joe30@adventure-works.com,40000,4,Partial College,Clerical,Y,54
15861,MR.,Damien,Zhao,1972-05-26,Single,Male,damien8@adventure-works.com,40000,4,Partial College,Clerical,Y,54
15862,MS.,Sriniwa,Narayanan,1972-12-07,Single,Female,sriniwa0@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,Y,54
15863,MR.,Adam,Scott,1973-08-03,Married,Male,adam44@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,N,53
15864,MS.,Lauren,Bailey,1973-10-20,Single,Female,lauren7@adventure-works.com,50000,0,Graduate Degree,Skilled Manual,N,53
15865,MRS.,Isabel,Price,1971-04-14,Single,Female,isabel0@adventure-works.com,40000,4,High School,Skilled Manual,Y,55
15866,MRS.,Abigail,White,1971-01-03,Single,Female,abigail53@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y,55
15867,MRS.,Victoria,White,1971-02-08,Single,Female,victoria14@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y,55
15868,MR.,Caleb,Lal,1971-06-13,Single,Male,caleb25@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y,55
15869,MRS.,Alexandra,Hall,1971-12-22,Single,Female,alexandra88@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y,55
15871,MR.,Ryan,Jai,1971-12-24,Married,Male,ryan35@adventure-works.com,60000,1,Graduate Degree,Skilled Manual,Y,55
15872,MRS.,Gabriella,Gonzalez,1972-10-02,Married,Female,gabriella31@adventure-works.com,50000,1,Graduate Degree,Skilled Manual,Y,54
15873,MRS.,Hailey,Richardson,1972-10-19,Married,Female,hailey10@adventure-works.com,70000,1,Graduate Degree,Professional,Y,54
15874,MR.,Samuel,Martin,1944-06-12,Married,Male,samuel53@adventure-works.com,70000,4,Bachelors,Management,N,82
15875,MR.,Devin,Morris,1944-02-17,Married,Male,devin84@adventure-works.com,70000,4,Bachelors,Management,Y,82
15876,MR.,Eduardo,Turner,1944-10-18,Married,Male,eduardo38@adventure-works.com,70000,5,Bachelors,Management,Y,82
15877,MR.,Jordan,Perez,1945-10-11,Married,Male,jordan57@adventure-works.com,70000,5,Bachelors,Management,Y,81
15878,MR.,Kevin,Flores,1945-04-23,Married,Male,kevin15@adventure-works.com,70000,5,Bachelors,Management,Y,81
15879,MR.,Tyler,Wilson,1945-05-21,Married,Male,tyler13@adventure-works.com,70000,5,Bachelors,Management,Y,81
15880,MR.,Patrick,Bailey,1945-11-13,Married,Male,patrick21@adventure-works.com,70000,5,Bachelors,Management,N,81
15881,MRS.,Destiny,Williams,1945-08-20,Married,Female,destiny2@adventure-works.com,60000,4,Bachelors,Management,Y,81
15882,MR.,Maurice,Xie,1945-11-01,Single,Male,maurice3@adventure-works.com,60000,4,Bachelors,Management,Y,81
15883,MR.,Tristan,Coleman,1945-11-13,Married,Male,tristan6@adventure-works.com,60000,4,Bachelors,Management,Y,81
15884,MR.,Dakota,Bradley,1945-07-07,Married,Male,dakota0@adventure-works.com,60000,4,Bachelors,Management,N,81
15885,MR.,Garrett,Sanchez,1946-05-18,Single,Male,garrett22@adventure-works.com,60000,4,Bachelors,Management,Y,80
15886,MR.,Matthew,Brown,1946-04-18,Single,Male,matthew10@adventure-works.com,60000,5,Bachelors,Management,Y,80
15887,MRS.,Deanna,Vazquez,1946-08-12,Married,Female,deanna41@adventure-works.com,60000,5,Bachelors,Management,Y,80
15888,MRS.,Amanda,Richardson,1946-05-05,Married,Female,amanda9@adventure-works.com,70000,5,Bachelors,Management,Y,80
15889,MR.,Robert,Wright,1946-11-18,Married,Male,robert63@adventure-works.com,70000,4,Bachelors,Management,Y,80
15890,MR.,James,Russell,1947-02-27,Single,Male,james35@adventure-works.com,60000,2,Bachelors,Management,Y,79
15891,MR.,Jordan,Lopez,1947-06-11,Married,Male,jordan66@adventure-works.com,70000,4,Bachelors,Management,N,79
15892,MRS.,Pamela,Srini,1948-01-10,Single,Female,pamela11@adventure-works.com,40000,2,High School,Professional,Y,78
15893,MRS.,Yolanda,Xu,1948-11-15,Married,Female,yolanda4@adventure-works.com,40000,2,High School,Professional,Y,78
15894,MRS.,Joanna,Gutierrez,1948-05-13,Married,Female,joanna9@adventure-works.com,40000,2,High School,Professional,Y,78
15895,MRS.,Sophia,Parker,1948-05-13,Single,Female,sophia6@adventure-works.com,60000,2,Bachelors,Management,Y,78
15896,MR.,Samuel,Jones,1948-06-17,Married,Male,samuel61@adventure-works.com,60000,2,Bachelors,Management,Y,78
15897,MRS.,Haley,Cooper,1948-03-17,Single,Female,haley9@adventure-works.com,70000,4,Partial College,Professional,Y,78
15898,MR.,Isaiah,Gonzalez,1949-05-01,Married,Male,isaiah32@adventure-works.com,60000,2,Partial College,Professional,N,77
15899,MR.,Ian,James,1949-07-01,Married,Male,ian64@adventure-works.com,70000,4,Partial College,Professional,Y,77
15900,MR.,Wyatt,Roberts,1950-03-28,Single,Male,wyatt42@adventure-works.com,40000,2,Partial High School,Skilled Manual,Y,76
15901,MRS.,Taylor,Bryant,1950-02-27,Single,Female,taylor42@adventure-works.com,60000,2,Partial College,Professional,N,76
15902,MR.,Robert,Diaz,1950-04-25,Married,Male,robert33@adventure-works.com,60000,2,Partial College,Professional,Y,76
15903,MRS.,Abigail,Barnes,1950-07-09,Married,Female,abigail28@adventure-works.com,60000,2,Partial College,Professional,Y,76
15904,MRS.,Janice,Bennett,1950-01-25,Married,Female,janice4@adventure-works.com,60000,2,Partial College,Professional,Y,76
15905,MRS.,Taylor,Taylor,1951-04-18,Single,Female,taylor56@adventure-works.com,70000,2,High School,Professional,Y,75
15906,MRS.,Kaitlyn,Lewis,1951-03-06,Single,Female,kaitlyn44@adventure-works.com,70000,2,High School,Professional,Y,75
15907,MR.,Steven,Bailey,1951-04-18,Married,Male,steven25@adventure-works.com,60000,2,Partial College,Professional,N,75
15908,MR.,David,Wilson,1951-09-20,Married,Male,david65@adventure-works.com,60000,2,Partial College,Professional,Y,75
15909,MRS.,Cassidy,Ross,1951-09-07,Married,Female,cassidy4@adventure-works.com,60000,2,Partial College,Professional,Y,75
15910,MR.,Caleb,Hughes,1951-06-08,Married,Male,caleb8@adventure-works.com,70000,4,Partial College,Professional,N,75
15911,MRS.,Maria,Baker,1952-04-26,Married,Female,maria58@adventure-works.com,60000,2,High School,Professional,Y,74
15912,MRS.,Mya,Simmons,1952-03-07,Single,Female,mya15@adventure-works.com,60000,3,High School,Professional,Y,74
15913,MR.,Antonio,Hughes,1952-06-16,Married,Male,antonio11@adventure-works.com,60000,3,High School,Professional,Y,74
15914,MR.,Logan,Bryant,1952-08-22,Single,Male,logan19@adventure-works.com,70000,4,Partial College,Professional,Y,74
15915,MR.,Alex,Cox,1952-07-11,Single,Male,alex14@adventure-works.com,70000,4,Partial College,Professional,Y,74
15916,MR.,Brandon,Walker,1952-07-14,Married,Male,brandon53@adventure-works.com,70000,4,Partial College,Professional,N,74
15917,MRS.,Emily,White,1952-09-20,Married,Female,emily13@adventure-works.com,70000,4,Partial College,Professional,Y,74
15918,MR.,Roberto,Ruiz,1952-02-03,Single,Male,roberto1@adventure-works.com,70000,5,Partial College,Professional,Y,74
15919,MRS.,Rebekah,Prasad,1958-05-07,Married,Female,rebekah9@adventure-works.com,130000,2,Partial College,Professional,Y,68
15920,MR.,Colin,Wu,1957-08-14,Single,Male,colin7@adventure-works.com,100000,2,Partial College,Professional,Y,69
15921,MR.,Donald,Patel,1957-11-26,Single,Male,donald5@adventure-works.com,100000,2,Partial College,Professional,Y,69
15922,MR.,Roger,Kumar,1957-10-16,Married,Male,roger35@adventure-works.com,150000,2,High School,Professional,Y,69
15923,MR.,Ricardo,Raje,1956-10-07,Single,Male,ricardo14@adventure-works.com,100000,2,High School,Professional,Y,70
15924,MR.,Omar,Wang,1956-06-20,Married,Male,omar1@adventure-works.com,100000,2,High School,Professional,Y,70
15925,MR.,Stanley,Subram,1956-06-27,Married,Male,stanley14@adventure-works.com,110000,3,Partial College,Professional,N,70
15926,MRS.,Donna,Deng,1956-02-12,Single,Female,donna2@adventure-works.com,120000,3,High School,Professional,Y,70
15927,MR.,Gilbert,Huang,1956-12-04,Single,Male,gilbert5@adventure-works.com,120000,3,High School,Professional,Y,70
15928,MRS.,Priscilla,Pal,1956-05-08,Single,Female,priscilla10@adventure-works.com,120000,3,High School,Professional,Y,70
15929,MRS.,Karla,Raji,1956-08-10,Married,Female,karla22@adventure-works.com,150000,3,High School,Professional,Y,70
15930,MRS.,Tiffany,He,1955-04-02,Married,Female,tiffany19@adventure-works.com,100000,2,High School,Professional,Y,71
15931,MR.,Micah,Xu,1955-01-08,Married,Male,micah23@adventure-works.com,110000,3,Partial College,Professional,Y,71
15932,MRS.,Tabitha,Jimenez,1955-09-11,Married,Female,tabitha25@adventure-works.com,130000,3,Partial College,Professional,Y,71
15933,MR.,Clinton,Dominguez,1955-02-03,Single,Male,clinton9@adventure-works.com,160000,2,High School,Professional,N,71
15934,MRS.,Nichole,Raji,1956-03-28,Single,Female,nichole21@adventure-works.com,70000,3,Partial College,Professional,Y,70
15935,MRS.,Amber,King,1933-10-28,Married,Female,amber19@adventure-works.com,70000,3,Graduate Degree,Management,N,93
15936,MRS.,Abigail,Johnson,1933-07-15,Married,Female,abigail48@adventure-works.com,90000,4,Bachelors,Management,Y,93
15937,MRS.,Grace,Lewis,1965-05-12,Married,Female,grace20@adventure-works.com,90000,5,Partial College,Professional,Y,61
15938,MR.,Sean,Collins,1965-07-09,Married,Male,sean33@adventure-works.com,100000,4,Partial College,Professional,Y,61
15939,MRS.,Jennifer,Brown,1965-02-11,Married,Female,jennifer32@adventure-works.com,100000,4,Partial College,Professional,Y,61
15940,MR.,Jack,Bryant,1965-11-27,Married,Male,jack18@adventure-works.com,100000,4,Partial College,Professional,Y,61
15941,MRS.,Bailey,Brooks,1965-02-26,Single,Female,bailey0@adventure-works.com,120000,3,Bachelors,Management,N,61
15942,MR.,Lucas,Rodriguez,1964-08-09,Married,Male,lucas34@adventure-works.com,80000,4,Bachelors,Management,Y,62
15943,MR.,Richard,Watson,1964-01-18,Married,Male,richard80@adventure-works.com,80000,4,Partial College,Professional,N,62
15944,MR.,Damien,Lu,1964-05-12,Married,Male,damien9@adventure-works.com,90000,5,Partial College,Professional,Y,62
15945,MRS.,Alexandria,Kelly,1964-06-24,Married,Female,alexandria26@adventure-works.com,100000,4,Partial College,Professional,Y,62
15946,MR.,Wyatt,Wilson,1964-07-20,Single,Male,wyatt7@adventure-works.com,110000,3,Bachelors,Management,N,62
15947,MRS.,Michelle,Blue,1964-10-12,Married,Female,michelle14@adventure-works.com,120000,4,Partial College,Professional,Y,62
15948,MRS.,Angela,Hughes,1964-11-20,Single,Female,angela14@adventure-works.com,130000,2,Bachelors,Management,N,62
15949,MRS.,Katherine,Green,1964-09-10,Married,Female,katherine62@adventure-works.com,130000,3,Bachelors,Management,Y,62
15950,MRS.,Erin,Peterson,1956-01-15,Married,Female,erin9@adventure-works.com,70000,3,Partial College,Professional,Y,70
15951,MRS.,Jenna,Baker,1956-10-13,Married,Female,jenna16@adventure-works.com,70000,4,Partial College,Professional,Y,70
15952,MR.,Evan,Cooper,1956-06-20,Married,Male,evan9@adventure-works.com,90000,2,Partial College,Professional,N,70
15953,MR.,Julio,Moreno,1934-04-11,Married,Male,julio6@adventure-works.com,60000,2,Graduate Degree,Management,Y,92
15954,MR.,Marshall,Deng,1963-08-27,Married,Male,marshall22@adventure-works.com,100000,0,Partial College,Professional,Y,63
15955,MR.,Neil,Ortega,1963-11-17,Married,Male,neil21@adventure-works.com,110000,4,Bachelors,Management,Y,63
15956,MR.,Ryan,Li,1963-05-17,Married,Male,ryan30@adventure-works.com,130000,3,Bachelors,Management,Y,63
15957,MR.,Samuel,Ross,1963-11-15,Single,Male,samuel2@adventure-works.com,130000,3,Bachelors,Management,N,63
15958,MRS.,Nicole,Ross,1962-04-06,Married,Female,nicole52@adventure-works.com,90000,4,Partial College,Professional,Y,64
15959,MR.,Logan,Rodriguez,1962-03-02,Married,Male,logan72@adventure-works.com,100000,1,Partial College,Professional,Y,64
15960,MRS.,Brianna,Bryant,1962-10-08,Married,Female,brianna63@adventure-works.com,120000,1,Partial College,Professional,N,64
15961,MRS.,Ashley,Walker,1962-04-23,Single,Female,ashley24@adventure-works.com,150000,1,Partial College,Professional,N,64
15962,MR.,Benjamin,Winter,1961-01-11,Single,Male,benjamin49@adventure-works.com,90000,4,High School,Professional,Y,65
15963,MRS.,Madison,Smith,1961-08-06,Single,Female,madison0@adventure-works.com,90000,4,High School,Professional,N,65
15964,MR.,Steven,Cox,1961-10-03,Single,Male,steven20@adventure-works.com,130000,1,Bachelors,Management,N,65
15965,MRS.,Jennifer,Watson,1961-06-18,Single,Female,jennifer71@adventure-works.com,150000,1,Partial College,Professional,N,65
15966,MRS.,Natalie,Foster,1955-08-15,Married,Female,natalie38@adventure-works.com,60000,2,High School,Professional,N,71
15967,MR.,Dakota,Diaz,1955-06-16,Married,Male,dakota18@adventure-works.com,70000,4,High School,Professional,Y,71
15968,MR.,Edward,Gonzalez,1955-04-21,Single,Male,edward10@adventure-works.com,70000,4,High School,Professional,Y,71
15969,MR.,Sean,Murphy,1955-06-01,Single,Male,sean22@adventure-works.com,90000,2,High School,Professional,Y,71
15970,MR.,Samuel,Thompson,1954-09-06,Single,Male,samuel54@adventure-works.com,80000,2,Partial High School,Skilled Manual,N,72
15971,MR.,Ryan,Jenkins,1935-08-26,Married,Male,ryan9@adventure-works.com,50000,2,Graduate Degree,Management,Y,91
15972,MRS.,Caitlin,Bailey,1935-10-02,Married,Female,caitlin13@adventure-works.com,70000,4,Graduate Degree,Management,Y,91
15973,MR.,Christopher,Garcia,1936-11-23,Married,Male,christopher16@adventure-works.com,60000,2,Graduate Degree,Management,Y,90
15974,MR.,Marcus,Green,1960-06-12,Married,Male,marcus33@adventure-works.com,80000,5,Partial College,Professional,Y,66
15975,MRS.,Gabrielle,Collins,1960-09-24,Single,Female,gabrielle47@adventure-works.com,90000,4,High School,Professional,N,66
15976,MR.,Kristopher,Patel,1960-05-24,Single,Male,kristopher3@adventure-works.com,90000,4,High School,Professional,Y,66
15977,MRS.,Julia,Harris,1960-03-15,Married,Female,julia35@adventure-works.com,90000,4,High School,Professional,Y,66
15978,MR.,Xavier,Walker,1960-11-18,Married,Male,xavier20@adventure-works.com,90000,4,High School,Professional,Y,66
15979,MRS.,Nicole,Cook,1960-06-14,Married,Female,nicole30@adventure-works.com,90000,4,High School,Professional,Y,66
15980,MRS.,Gabrielle,Morgan,1960-05-22,Single,Female,gabrielle5@adventure-works.com,100000,3,Partial College,Professional,Y,66
15981,MR.,Gabriel,Powell,1960-03-14,Single,Male,gabriel5@adventure-works.com,100000,0,Partial College,Professional,N,66
15982,MR.,Jose,Evans,1960-05-22,Married,Male,jose38@adventure-works.com,110000,5,Partial College,Professional,Y,66
15984,MR.,Nathan,Wright,1960-06-22,Married,Male,nathan50@adventure-works.com,170000,1,Bachelors,Management,Y,66
15985,MR.,Devin,Johnson,1960-06-18,Married,Male,devin1@adventure-works.com,170000,1,Bachelors,Management,Y,66
15986,MR.,Dalton,Sanchez,1954-09-11,Single,Male,dalton89@adventure-works.com,60000,2,Partial High School,Skilled Manual,Y,72
15987,MRS.,Nicole,Kelly,1954-09-25,Married,Female,nicole46@adventure-works.com,60000,2,Partial High School,Skilled Manual,Y,72
15988,MR.,Edward,Moore,1954-05-12,Married,Male,edward30@adventure-works.com,70000,3,High School,Professional,Y,72
15989,MRS.,Savannah,Campbell,1954-11-19,Married,Female,savannah29@adventure-works.com,70000,3,High School,Professional,Y,72
15990,MR.,Eduardo,Richardson,1953-05-25,Single,Male,eduardo78@adventure-works.com,70000,3,Graduate Degree,Management,Y,73
15991,MR.,David,Taylor,1953-01-19,Married,Male,david67@adventure-works.com,70000,3,Graduate Degree,Management,Y,73
15992,MRS.,Isabelle,Alexander,1953-04-22,Single,Female,isabelle17@adventure-works.com,70000,3,Graduate Degree,Management,Y,73
15993,MR.,Spencer,Coleman,1953-05-22,Married,Male,spencer7@adventure-works.com,60000,3,Graduate Degree,Management,Y,73
15994,MRS.,Olivia,Blue,1952-11-01,Married,Female,olivia49@adventure-works.com,40000,3,Partial College,Professional,N,74
15995,MRS.,Kaitlyn,Johnson,1952-05-26,Married,Female,kaitlyn24@adventure-works.com,40000,3,Partial College,Professional,N,74
15996,Unknown,Emily,Barnes,1952-02-27,Married,Unknown,emily28@adventure-works.com,40000,3,Partial College,Professional,N,74
15997,MRS.,Melissa,Jenkins,1937-09-11,Married,Female,melissa1@adventure-works.com,70000,4,Graduate Degree,Management,Y,89
15998,MRS.,Marissa,Flores,1937-05-09,Married,Female,marissa9@adventure-works.com,70000,4,Graduate Degree,Management,Y,89
15999,MRS.,Maria,Hill,1937-07-23,Married,Female,maria63@adventure-works.com,70000,4,Graduate Degree,Management,Y,89
16000,MRS.,Gabrielle,Ramirez,1937-09-27,Married,Female,gabrielle16@adventure-works.com,70000,4,Graduate Degree,Management,Y,89
16001,MR.,Ricardo,Pal,1937-10-25,Married,Male,ricardo12@adventure-works.com,80000,4,Graduate Degree,Management,Y,89
16002,MRS.,Paige,Hayes,1937-02-10,Married,Female,paige22@adventure-works.com,110000,2,Graduate Degree,Management,Y,89
16003,MRS.,Carol,Robinson,1937-10-27,Married,Female,carol17@adventure-works.com,130000,2,Graduate Degree,Management,Y,89
16004,MR.,Joe,Martinez,1938-11-19,Married,Male,joe20@adventure-works.com,90000,5,Bachelors,Management,Y,88
16005,MR.,Jordan,Hill,1938-10-07,Single,Male,jordan67@adventure-works.com,90000,5,Bachelors,Management,Y,88
16006,MRS.,Angelica,Henderson,1938-07-14,Married,Female,angelica4@adventure-works.com,110000,2,Graduate Degree,Management,Y,88
16007,MRS.,Janelle,Gonzalez,1939-10-01,Married,Female,janelle15@adventure-works.com,90000,5,Bachelors,Management,Y,87
16008,MRS.,Morgan,Allen,1939-07-16,Married,Female,morgan21@adventure-works.com,110000,2,Graduate Degree,Management,Y,87
16009,MR.,Matthew,Martinez,1939-09-15,Single,Male,matthew22@adventure-works.com,170000,1,Graduate Degree,Management,N,87
16010,MRS.,Nicole,Wood,1940-02-14,Married,Female,nicole50@adventure-works.com,120000,2,Graduate Degree,Management,Y,86
16011,MRS.,Maria,Murphy,1940-09-06,Married,Female,maria8@adventure-works.com,130000,2,Bachelors,Management,Y,86
16012,MRS.,Grace,Cooper,1968-08-01,Single,Female,grace34@adventure-works.com,90000,4,Bachelors,Management,N,58
16013,MR.,Xavier,Williams,1968-07-21,Single,Male,xavier2@adventure-works.com,90000,4,Partial College,Skilled Manual,N,58
16014,MR.,Christopher,Wilson,1968-03-08,Married,Male,christopher7@adventure-works.com,120000,2,Bachelors,Management,Y,58
16015,MS.,Jessica,Cooper,1979-02-03,Single,Female,jessica11@adventure-works.com,30000,0,Partial College,Skilled Manual,N,47
16016,MR.,Bradley,She,1944-08-12,Married,Male,bradley3@adventure-works.com,20000,4,High School,Skilled Manual,Y,82
16017,MR.,Jeremy,Ramirez,1979-05-12,Married,Male,jeremy36@adventure-works.com,60000,0,Partial College,Skilled Manual,N,47
16018,MS.,Emma,Henderson,1979-05-02,Single,Female,emma51@adventure-works.com,60000,0,Partial College,Skilled Manual,N,47
16019,MS.,Amber,Hernandez,1979-02-02,Single,Female,amber18@adventure-works.com,60000,0,Partial College,Skilled Manual,Y,47
16020,MR.,Thomas,Diaz,1978-08-26,Married,Male,thomas24@adventure-works.com,40000,0,High School,Skilled Manual,Y,48
16021,MS.,Shelby,Sanchez,1978-10-26,Single,Female,shelby24@adventure-works.com,40000,0,Partial High School,Clerical,N,48
16022,MR.,Devin,Hernandez,1978-07-20,Single,Male,devin24@adventure-works.com,40000,0,Partial High School,Clerical,N,48
16023,MR.,Willie,Zhang,1947-07-17,Single,Male,willie1@adventure-works.com,10000,2,High School,Skilled Manual,Y,79
16024,MR.,Isaac,Hill,1978-08-17,Married,Male,isaac35@adventure-works.com,40000,0,Partial College,Skilled Manual,Y,48
16025,MR.,Jorge,Sun,1945-03-07,Married,Male,jorge15@adventure-works.com,10000,2,Partial High School,Clerical,Y,81
16026,MR.,Byron,Jiménez,1946-07-10,Married,Male,byron4@adventure-works.com,30000,2,Partial College,Clerical,N,80
16027,MRS.,Anne,Vazquez,1946-08-15,Married,Female,anne16@adventure-works.com,30000,2,Partial College,Clerical,N,80
16028,MR.,Cody,Cooper,1946-01-28,Married,Male,cody9@adventure-works.com,30000,2,Partial College,Clerical,N,80
16029,MRS.,Abby,Patel,1946-11-08,Married,Female,abby2@adventure-works.com,30000,2,Partial College,Clerical,N,80
16030,MR.,Max,Martin,1947-05-21,Married,Male,max1@adventure-works.com,20000,4,High School,Skilled Manual,Y,79
16031,MR.,Ian,Allen,1947-10-10,Married,Male,ian23@adventure-works.com,30000,2,Partial College,Clerical,N,79
16032,MR.,Colin,Chavez,1948-01-15,Married,Male,colin38@adventure-works.com,10000,2,Partial High School,Clerical,Y,78
16033,MS.,Erica,Lin,1971-10-15,Married,Female,erica7@adventure-works.com,10000,0,Graduate Degree,Manual,Y,55
16034,MRS.,Pamela,Suri,1962-12-11,Married,Female,pamela3@adventure-works.com,10000,1,Graduate Degree,Manual,Y,64
16035,MR.,Sebastian,Morgan,1962-06-18,Married,Male,sebastian13@adventure-works.com,20000,1,Graduate Degree,Manual,Y,64
16036,MRS.,Maria,Long,1961-12-03,Married,Female,maria32@adventure-works.com,10000,1,Bachelors,Manual,Y,65
16037,MRS.,Melissa,Kelly,1961-05-08,Married,Female,melissa25@adventure-works.com,10000,1,Bachelors,Manual,Y,65
16039,MR.,Steve,Yang,1961-05-06,Married,Male,steve9@adventure-works.com,10000,1,Bachelors,Manual,Y,65
16040,MR.,Casey,Gill,1962-10-07,Married,Male,casey37@adventure-works.com,20000,1,Graduate Degree,Clerical,Y,64
16041,MR.,Pedro,Raman,1961-05-08,Single,Male,pedro12@adventure-works.com,20000,1,Graduate Degree,Clerical,Y,65
16042,MR.,Ian,Hall,1936-07-21,Single,Male,ian22@adventure-works.com,20000,1,Graduate Degree,Clerical,Y,90
16043,MR.,Mathew,Romero,1958-03-13,Single,Male,mathew5@adventure-works.com,10000,1,Bachelors,Manual,Y,68
16044,MRS.,Connie,Rai,1958-09-09,Married,Female,connie4@adventure-works.com,10000,1,Bachelors,Manual,Y,68
16045,MRS.,Evelyn,Sara,1958-07-04,Married,Female,evelyn11@adventure-works.com,20000,1,Graduate Degree,Clerical,Y,68
16046,MRS.,Robyn,Gomez,1958-08-20,Single,Female,robyn0@adventure-works.com,20000,1,Graduate Degree,Clerical,Y,68
16047,MRS.,Taylor,Johnson,1957-07-09,Married,Female,taylor48@adventure-works.com,10000,1,Partial College,Manual,Y,69
16048,MRS.,Kelli,Yang,1957-05-11,Single,Female,kelli5@adventure-works.com,10000,1,Partial College,Manual,Y,69
16049,MRS.,Ashlee,Nara,1957-05-12,Married,Female,ashlee1@adventure-works.com,10000,1,Partial College,Manual,Y,69
16050,MR.,Reginald,Moreno,1957-03-11,Married,Male,reginald13@adventure-works.com,10000,1,Partial College,Manual,Y,69
16051,MR.,Leonard,Xu,1956-09-18,Married,Male,leonard6@adventure-works.com,20000,1,Bachelors,Clerical,Y,70
16052,MR.,Danny,Gutierrez,1956-11-06,Married,Male,danny12@adventure-works.com,20000,1,Bachelors,Clerical,Y,70
16053,MR.,Frederick,Perez,1956-06-18,Married,Male,frederick18@adventure-works.com,20000,1,Bachelors,Clerical,Y,70
16054,MR.,Hector,Ortega,1956-06-19,Single,Male,hector19@adventure-works.com,20000,1,Bachelors,Clerical,Y,70
16055,MR.,Ryan,Lee,1955-12-19,Married,Male,ryan58@adventure-works.com,10000,2,Partial College,Manual,Y,71
16056,MRS.,Alison,Shan,1955-09-21,Married,Female,alison10@adventure-works.com,10000,2,Partial College,Manual,Y,71
16057,MRS.,Michele,Gomez,1955-12-14,Married,Female,michele36@adventure-works.com,10000,2,Partial College,Manual,Y,71
16058,MRS.,Margaret,Zhang,1954-06-04,Married,Female,margaret7@adventure-works.com,10000,2,Partial College,Manual,Y,72
16059,MR.,Jésus,Carlson,1938-10-11,Married,Male,jésus17@adventure-works.com,20000,1,Bachelors,Clerical,Y,88
16060,MR.,Antonio,Griffin,1970-10-27,Married,Male,antonio21@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y,56
16061,MR.,Miguel,Butler,1970-07-06,Married,Male,miguel60@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y,56
16062,MRS.,Katherine,Johnson,1970-06-09,Married,Female,katherine72@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y,56
16063,MR.,Francisco,Kapoor,1970-07-16,Married,Male,francisco2@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y,56
16064,MRS.,Isabella,Griffin,1969-03-01,Married,Female,isabella31@adventure-works.com,50000,1,Bachelors,Skilled Manual,Y,57
16065,MRS.,Makayla,Torres,1969-07-21,Single,Female,makayla4@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y,57
16066,MR.,Alex,Ramirez,1969-07-23,Married,Male,alex10@adventure-works.com,50000,2,Bachelors,Skilled Manual,Y,57
16067,MRS.,Maria,Butler,1969-04-20,Single,Female,maria36@adventure-works.com,50000,2,Bachelors,Skilled Manual,N,57
16068,MR.,Jerry,Shen,1969-03-03,Single,Male,jerry2@adventure-works.com,50000,2,Bachelors,Skilled Manual,N,57
16070,MRS.,Sierra,Phillips,1969-12-22,Single,Female,sierra5@adventure-works.com,60000,1,Graduate Degree,Professional,Y,57
16071,MRS.,Taylor,Rodriguez,1971-01-10,Married,Female,taylor66@adventure-works.com,60000,1,Graduate Degree,Professional,Y,55
16072,MR.,Caleb,Evans,1971-10-12,Married,Male,caleb29@adventure-works.com,60000,1,Graduate Degree,Professional,Y,55
16073,MRS.,Miranda,Bryant,1971-12-12,Single,Female,miranda18@adventure-works.com,60000,1,Graduate Degree,Professional,Y,55
16074,MR.,Caleb,Roberts,1971-11-12,Married,Male,caleb33@adventure-works.com,60000,1,Graduate Degree,Professional,Y,55
16075,MRS.,Alexis,Johnson,1971-07-26,Single,Female,alexis1@adventure-works.com,60000,1,Graduate Degree,Professional,Y,55
16076,MRS.,Catherine,Rogers,1971-06-16,Married,Female,catherine17@adventure-works.com,60000,1,Graduate Degree,Professional,Y,55
16077,MRS.,Stephanie,Rogers,1971-06-01,Married,Female,stephanie6@adventure-works.com,70000,2,Graduate Degree,Professional,Y,55
16078,MRS.,Nicole,James,1971-09-06,Married,Female,nicole43@adventure-works.com,70000,3,Graduate Degree,Professional,Y,55
16079,MRS.,Natalie,Carter,1971-09-07,Married,Female,natalie53@adventure-works.com,80000,1,Graduate Degree,Professional,Y,55
16080,MR.,Oscar,Patterson,1968-08-01,Single,Male,oscar18@adventure-works.com,40000,4,High School,Skilled Manual,Y,58
